# ---------------------------------- Disclaimer -----------------------------------------,,,,,,,
# The reservoir data contained in this file are best estimates generated by the Texas    ,,,,,,,
# Water Development Board(TWDB) using data collected by various data providers as well   ,,,,,,,
# as by TWDB. For a detailed explaination of the methodology used please visit:          ,,,,,,,
#                                                                                        ,,,,,,,
#     http://waterdatafortexas.org/reservoirs/methodology                                ,,,,,,,
#                                                                                        ,,,,,,,
# TWDB makes no warranties(including no warranties as to merchantability or fitness)     ,,,,,,,
# either expressed or implied with respect to the data or its fitness for any specific   ,,,,,,,
# application.                                                                           ,,,,,,,
# ---------------------------------------------------------------------------------------,,,,,,,
# ,,,,,,,
# Definitions:,,,,,,,
#     reservoir_storage = actual storage at measured lake elevation,,,,,,,
#     dead_pool_capacity = storage at dead pool elevation,,,,,,,
#     conservation_capacity = storage at conservation pool elevation - dead pool capacity,,,,,,,
#     conservation_storage = reservoir storage - dead pool capacity (note: conservation storage is capped at conservation capacity),,,,,,,
#     percent_full = 100 * conservation storage/conservation capacity,,,,,,,
# ,,,,,,,
#     for more detailed explanations see http://waterdatafortexas.org/reservoirs/glossary,,,,,,,
# ,,,,,,,
# Estimated daily average data for Elephant Butte Lake,,,,,,,
#     generated: 2023-03-31T21:24:54.480746 UTC,,,,,,,
#     url: https://waterdatafortexas.org/reservoirs/individual/elephant-butte.csv,,,,,,,
# ,,,,,,,
# Footnote:,,,,,,,
#     ,,,,,,,
#         Elephant Butte Lake (located in New Mexico) is governed by the Rio Grande,,,,,,,
#         Compact. The Rio Grande Compact is an interstate compact signed in 1938,,,,,,,
"#         between the states of Colorado, New Mexico and Texas and approved by the",,,,,,,
"#         U.S. Congress, to equitably apportion the waters of the Rio Grande Basin.",,,,,,,
#         Water from the lake supplies irrigation water as well as a portion of El,,,,,,,
#         Paso's supply when available.,,,,,,,
#     ,,,,,,,
# ,,,,,,,
# Elevation-Area-Capacity rating curve(s) used:,,,,,,,
#     https://waterdatafortexas.org/reservoirs/individual/elephant-butte/rating-curve/USBR/2019-11-01,,,,,,,
# ,,,,,,,
# Conservation pool elevation(s) used:,,,,,,,
#     4407.0 feet above NGVD29 -43.3 (End date: 2020-01-01),,,,,,,
#     4406.297704 feet above NGVD29 -43.3 (Start date to end date: 2020-01-01 to 2020-04-01),,,,,,,
"#     4405.587736 feet above NGVD29 -43.3 (Start date: 2020-04-01, Seasonal: April 1 to October 1)",,,,,,,
"#     4406.297704 feet above NGVD29 -43.3 (Start date: 2020-04-01, Seasonal: October 1 to April 1)",,,,,,,
# ,,,,,,,
# Dead pool elevation(s) used:,,,,,,,
#     4231.5 feet above NGVD29 -43.3,,,,,,,
# ,,,,,,,
# Vertical datum(s) used:,,,,,,,
#     NGVD29 -43.3,,,,,,,
# ,,,,,,,
# Units:,,,,,,,
#     date: YYYY-MM-DD,,,,,,,
#     water_level: feet above vertical datum,,,,,,,
#     surface_area: acres,,,,,,,
#     storages: acre-feet,,,,,,,
# ,,,,,,,
# ,,,,,,,
date,water_level,surface_area,reservoir_storage,conservation_storage,percent_full,conservation_capacity,dead_pool_capacity
3/16/1939,4373.83,22446.05,1063620,1063620,52.9,2010900,0
3/17/1939,4373.94,22486.76,1066091,1066091,53,2010900,0
3/18/1939,4374.07,22532.36,1069017,1069017,53.2,2010900,0
3/19/1939,4374.2,22575.81,1071949,1071949,53.3,2010900,0
3/20/1939,4374.35,22625.94,1075340,1075340,53.5,2010900,0
3/21/1939,4374.51,22679.42,1078964,1078964,53.7,2010900,0
3/22/1939,4374.72,22749.61,1083734,1083734,53.9,2010900,0
3/23/1939,4374.94,22823.15,1088747,1088747,54.1,2010900,0
3/24/1939,4375.13,22886.65,1093089,1093089,54.4,2010900,0
3/25/1939,4375.38,22970.21,1098821,1098821,54.6,2010900,0
3/26/1939,4375.64,23057.11,1104805,1104805,54.9,2010900,0
3/27/1939,4375.92,23150.7,1111274,1111274,55.3,2010900,0
3/28/1939,4376.19,23249.87,1117538,1117538,55.6,2010900,0
3/29/1939,4376.49,23364.24,1124530,1124530,55.9,2010900,0
3/30/1939,4376.8,23482.42,1131791,1131791,56.3,2010900,0
3/31/1939,4377.07,23585.35,1138145,1138145,56.6,2010900,0
4/1/1939,4377.34,23688.29,1144527,1144527,56.9,2010900,0
4/2/1939,4377.45,23730.23,1147135,1147135,57,2010900,0
4/3/1939,4377.5,23749.29,1148322,1148322,57.1,2010900,0
4/4/1939,4377.53,23760.73,1149035,1149035,57.1,2010900,0
4/5/1939,4377.6,23787.42,1150699,1150699,57.2,2010900,0
4/6/1939,4377.62,23795.04,1151175,1151175,57.2,2010900,0
4/7/1939,4377.68,23817.92,1152603,1152603,57.3,2010900,0
4/8/1939,4377.86,23886.54,1156897,1156897,57.5,2010900,0
4/9/1939,4378.05,23957.94,1161442,1161442,57.8,2010900,0
4/10/1939,4378.2,24011.84,1165039,1165039,57.9,2010900,0
4/11/1939,4378.36,24069.24,1168886,1168886,58.1,2010900,0
4/12/1939,4378.41,24087.18,1170090,1170090,58.2,2010900,0
4/13/1939,4378.38,24076.41,1169368,1169368,58.2,2010900,0
4/14/1939,4378.33,24058.47,1168164,1168164,58.1,2010900,0
4/15/1939,4378.28,24040.54,1166962,1166962,58,2010900,0
4/16/1939,4378.2,24011.84,1165039,1165039,57.9,2010900,0
4/17/1939,4378.11,23979.55,1162880,1162880,57.8,2010900,0
4/18/1939,4378.04,23954.33,1161203,1161203,57.7,2010900,0
4/19/1939,4377.98,23932.29,1159766,1159766,57.7,2010900,0
4/20/1939,4377.91,23905.6,1158091,1158091,57.6,2010900,0
4/21/1939,4377.78,23856.04,1154987,1154987,57.4,2010900,0
4/22/1939,4377.63,23798.86,1151413,1151413,57.3,2010900,0
4/23/1939,4377.48,23741.67,1147847,1147847,57.1,2010900,0
4/24/1939,4377.32,23680.67,1144053,1144053,56.9,2010900,0
4/25/1939,4377.14,23612.04,1139797,1139797,56.7,2010900,0
4/26/1939,4377.05,23577.73,1137674,1137674,56.6,2010900,0
4/27/1939,4377,23558.67,1136495,1136495,56.5,2010900,0
4/28/1939,4376.88,23512.92,1133671,1133671,56.4,2010900,0
4/29/1939,4376.78,23474.8,1131322,1131322,56.3,2010900,0
4/30/1939,4376.72,23451.92,1129914,1129914,56.2,2010900,0
5/1/1939,4376.85,23501.48,1132966,1132966,56.3,2010900,0
5/2/1939,4376.47,23356.61,1124063,1124063,55.9,2010900,0
5/3/1939,4376.4,23329.92,1122428,1122428,55.8,2010900,0
5/4/1939,4376.34,23307.05,1121030,1121030,55.7,2010900,0
5/5/1939,4376.31,23295.61,1120330,1120330,55.7,2010900,0
5/6/1939,4376.29,23287.99,1119865,1119865,55.7,2010900,0
5/7/1939,4376.26,23276.55,1119166,1119166,55.7,2010900,0
5/8/1939,4376.23,23265.12,1118468,1118468,55.6,2010900,0
5/9/1939,4376.22,23261.3,1118235,1118235,55.6,2010900,0
5/10/1939,4376.17,23242.24,1117073,1117073,55.6,2010900,0
5/11/1939,4376.1,23215.55,1115446,1115446,55.5,2010900,0
5/12/1939,4376.06,23200.31,1114519,1114519,55.4,2010900,0
5/13/1939,4375.98,23170.75,1112664,1112664,55.3,2010900,0
5/14/1939,4375.86,23130.64,1109886,1109886,55.2,2010900,0
5/15/1939,4375.78,23103.9,1108036,1108036,55.1,2010900,0
5/16/1939,4375.74,23090.53,1107112,1107112,55.1,2010900,0
5/17/1939,4375.78,23103.9,1108036,1108036,55.1,2010900,0
5/18/1939,4375.8,23110.59,1108498,1108498,55.1,2010900,0
5/19/1939,4375.74,23090.53,1107112,1107112,55.1,2010900,0
5/20/1939,4375.63,23053.77,1104574,1104574,54.9,2010900,0
5/21/1939,4375.52,23017,1102041,1102041,54.8,2010900,0
5/22/1939,4375.42,22983.58,1099740,1099740,54.7,2010900,0
5/23/1939,4375.35,22960.18,1098133,1098133,54.6,2010900,0
5/24/1939,4375.21,22913.39,1094921,1094921,54.4,2010900,0
5/25/1939,4375.2,22910.05,1094692,1094692,54.4,2010900,0
5/26/1939,4375.04,22856.57,1091031,1091031,54.3,2010900,0
5/27/1939,4374.95,22826.49,1088975,1088975,54.2,2010900,0
5/28/1939,4374.9,22809.78,1087834,1087834,54.1,2010900,0
5/29/1939,4374.84,22789.72,1086466,1086466,54,2010900,0
5/30/1939,4374.77,22766.32,1084872,1084872,53.9,2010900,0
5/31/1939,4374.77,22766.32,1084872,1084872,53.9,2010900,0
6/1/1939,4374.76,22762.98,1084644,1084644,53.9,2010900,0
6/2/1939,4374.74,22756.3,1084189,1084189,53.9,2010900,0
6/3/1939,4374.65,22726.22,1082142,1082142,53.8,2010900,0
6/4/1939,4374.52,22682.77,1079191,1079191,53.7,2010900,0
6/5/1939,4374.33,22619.26,1074887,1074887,53.5,2010900,0
6/6/1939,4374.17,22565.78,1071272,1071272,53.3,2010900,0
6/7/1939,4374,22508.97,1067440,1067440,53.1,2010900,0
6/8/1939,4373.81,22438.65,1063171,1063171,52.9,2010900,0
6/9/1939,4373.66,22383.14,1059809,1059809,52.7,2010900,0
6/10/1939,4373.46,22309.11,1055340,1055340,52.5,2010900,0
6/11/1939,4373.27,22238.79,1051108,1051108,52.3,2010900,0
6/12/1939,4373.09,22172.17,1047111,1047111,52.1,2010900,0
6/13/1939,4372.9,22101.85,1042904,1042904,51.9,2010900,0
6/14/1939,4372.72,22035.23,1038933,1038933,51.7,2010900,0
6/15/1939,4372.47,21942.71,1033435,1033435,51.4,2010900,0
6/16/1939,4372.22,21850.17,1027961,1027961,51.1,2010900,0
6/17/1939,4371.97,21759.55,1022510,1022510,50.8,2010900,0
6/18/1939,4371.73,21685.97,1017297,1017297,50.6,2010900,0
6/19/1939,4371.52,21621.6,1012749,1012749,50.4,2010900,0
6/20/1939,4371.32,21560.29,1008431,1008431,50.1,2010900,0
6/21/1939,4371.11,21495.92,1003910,1003910,49.9,2010900,0
6/22/1939,4370.9,21431.54,999403,999403,49.7,2010900,0
6/23/1939,4370.66,21357.97,994268,994268,49.4,2010900,0
6/24/1939,4370.44,21290.53,989577,989577,49.2,2010900,0
6/25/1939,4370.24,21229.22,985325,985325,49,2010900,0
6/26/1939,4370.02,21161.81,980662,980662,48.8,2010900,0
6/27/1939,4369.82,21101.67,976435,976435,48.6,2010900,0
6/28/1939,4369.62,21041.64,972221,972221,48.3,2010900,0
6/29/1939,4369.42,20981.62,968019,968019,48.1,2010900,0
6/30/1939,4369.2,20915.59,963410,963410,47.9,2010900,0
7/1/1939,4369.03,20864.57,959859,959859,47.7,2010900,0
7/2/1939,4368.82,20801.54,955484,955484,47.5,2010900,0
7/3/1939,4368.57,20726.52,950293,950293,47.3,2010900,0
7/4/1939,4368.37,20666.49,946154,946154,47.1,2010900,0
7/5/1939,4368.19,20612.47,942438,942438,46.9,2010900,0
7/6/1939,4368,20555.47,938527,938527,46.7,2010900,0
7/7/1939,4367.81,20490.94,934628,934628,46.5,2010900,0
7/8/1939,4367.61,20423.02,930537,930537,46.3,2010900,0
7/9/1939,4367.39,20348.29,926052,926052,46.1,2010900,0
7/10/1939,4367.17,20273.57,921584,921584,45.8,2010900,0
7/11/1939,4366.94,20195.45,916930,916930,45.6,2010900,0
7/12/1939,4366.72,20120.73,912495,912495,45.4,2010900,0
7/13/1939,4366.48,20039.22,907676,907676,45.1,2010900,0
7/14/1939,4366.28,19971.29,903674,903674,44.9,2010900,0
7/15/1939,4366.03,19886.39,898692,898692,44.7,2010900,0
7/16/1939,4365.83,19829.12,894721,894721,44.5,2010900,0
7/17/1939,4365.57,19757.09,889575,889575,44.2,2010900,0
7/18/1939,4365.34,19693.38,885038,885038,44,2010900,0
7/19/1939,4365.12,19632.43,880712,880712,43.8,2010900,0
7/20/1939,4364.91,19574.26,876595,876595,43.6,2010900,0
7/21/1939,4364.68,19510.54,872101,872101,43.4,2010900,0
7/22/1939,4364.44,19444.06,867426,867426,43.1,2010900,0
7/23/1939,4364.23,19385.88,863349,863349,42.9,2010900,0
7/24/1939,4364.02,19327.71,859284,859284,42.7,2010900,0
7/25/1939,4363.77,19257.06,854461,854461,42.5,2010900,0
7/26/1939,4363.53,19189.11,849847,849847,42.3,2010900,0
7/27/1939,4363.29,19121.18,845250,845250,42,2010900,0
7/28/1939,4363.11,19070.22,841813,841813,41.9,2010900,0
7/29/1939,4362.89,19007.94,837624,837624,41.7,2010900,0
7/30/1939,4362.7,18954.16,834018,834018,41.5,2010900,0
7/31/1939,4362.66,18942.84,833260,833260,41.4,2010900,0
8/1/1939,4362.62,18931.51,832502,832502,41.4,2010900,0
8/2/1939,4362.58,18920.19,831745,831745,41.4,2010900,0
8/3/1939,4362.57,18917.36,831556,831556,41.4,2010900,0
8/4/1939,4362.52,18903.2,830611,830611,41.3,2010900,0
8/5/1939,4362.38,18863.57,827967,827967,41.2,2010900,0
8/6/1939,4362.27,18832.43,825894,825894,41.1,2010900,0
8/7/1939,4362.31,18843.75,826647,826647,41.1,2010900,0
8/8/1939,4362.32,18846.58,826836,826836,41.1,2010900,0
8/9/1939,4362.12,18789.96,823072,823072,40.9,2010900,0
8/10/1939,4361.94,18735.87,819695,819695,40.8,2010900,0
8/11/1939,4361.7,18655.4,815207,815207,40.5,2010900,0
8/12/1939,4361.54,18601.75,812227,812227,40.4,2010900,0
8/13/1939,4361.34,18534.69,808513,808513,40.2,2010900,0
8/14/1939,4361.12,18460.93,804444,804444,40,2010900,0
8/15/1939,4360.89,18383.81,800207,800207,39.8,2010900,0
8/16/1939,4360.66,18306.69,795987,795987,39.6,2010900,0
8/17/1939,4360.44,18232.92,791968,791968,39.4,2010900,0
8/18/1939,4360.2,18152.45,787601,787601,39.2,2010900,0
8/19/1939,4359.96,18068.71,783255,783255,39,2010900,0
8/20/1939,4359.73,17972.78,779110,779110,38.7,2010900,0
8/21/1939,4359.45,17856.01,774094,774094,38.5,2010900,0
8/22/1939,4359.22,17760.08,769998,769998,38.3,2010900,0
8/23/1939,4359,17668.33,766101,766101,38.1,2010900,0
8/24/1939,4358.75,17564.06,761697,761697,37.9,2010900,0
8/25/1939,4358.56,17484.83,758368,758368,37.7,2010900,0
8/26/1939,4358.34,17393.07,754531,754531,37.5,2010900,0
8/27/1939,4358.14,17309.66,751061,751061,37.3,2010900,0
8/28/1939,4357.92,17226.65,747262,747262,37.2,2010900,0
8/29/1939,4357.69,17155.65,743308,743308,37,2010900,0
8/30/1939,4357.46,17084.65,739371,739371,36.8,2010900,0
8/31/1939,4357.23,17013.66,735449,735449,36.6,2010900,0
9/1/1939,4357,16942.66,731544,731544,36.4,2010900,0
9/2/1939,4356.78,16874.75,727824,727824,36.2,2010900,0
9/3/1939,4356.56,16806.84,724119,724119,36,2010900,0
9/4/1939,4356.34,16738.93,720429,720429,35.8,2010900,0
9/5/1939,4356.08,16658.67,716088,716088,35.6,2010900,0
9/6/1939,4355.83,16590.71,711932,711932,35.4,2010900,0
9/7/1939,4355.56,16522.01,707462,707462,35.2,2010900,0
9/8/1939,4355.32,16460.94,703504,703504,35,2010900,0
9/9/1939,4355.08,16399.87,699560,699560,34.8,2010900,0
9/10/1939,4354.85,16341.34,695795,695795,34.6,2010900,0
9/11/1939,4354.57,16270.09,691229,691229,34.4,2010900,0
9/12/1939,4354.34,16211.56,687494,687494,34.2,2010900,0
9/13/1939,4354.11,16153.03,683772,683772,34,2010900,0
9/14/1939,4353.91,16098.12,680547,680547,33.8,2010900,0
9/15/1939,4353.96,16113.09,681352,681352,33.9,2010900,0
9/16/1939,4353.88,16089.13,680064,680064,33.8,2010900,0
9/17/1939,4353.77,16056.2,678296,678296,33.7,2010900,0
9/18/1939,4353.7,16035.24,677173,677173,33.7,2010900,0
9/19/1939,4353.57,15996.32,675091,675091,33.6,2010900,0
9/20/1939,4353.39,15942.43,672216,672216,33.4,2010900,0
9/21/1939,4353.2,15885.53,669192,669192,33.3,2010900,0
9/22/1939,4353.02,15831.64,666338,666338,33.1,2010900,0
9/23/1939,4352.82,15771.75,663178,663178,33,2010900,0
9/24/1939,4352.6,15705.88,659715,659715,32.8,2010900,0
9/25/1939,4352.38,15640.01,656267,656267,32.6,2010900,0
9/26/1939,4352.17,15577.14,652989,652989,32.5,2010900,0
9/27/1939,4351.93,15508.32,649259,649259,32.3,2010900,0
9/28/1939,4351.62,15428.75,644464,644464,32,2010900,0
9/29/1939,4351.47,15390.25,642153,642153,31.9,2010900,0
9/30/1939,4351.2,15320.94,638006,638006,31.7,2010900,0
10/1/1939,4350.94,15254.2,634032,634032,31.5,2010900,0
10/2/1939,4350.67,15184.89,629923,629923,31.3,2010900,0
10/3/1939,4350.38,15110.45,625530,625530,31.1,2010900,0
10/4/1939,4350.08,15033.45,621008,621008,30.9,2010900,0
10/5/1939,4349.8,14981.83,616807,616807,30.7,2010900,0
10/6/1939,4349.54,14941.43,612917,612917,30.5,2010900,0
10/7/1939,4349.3,14904.13,609335,609335,30.3,2010900,0
10/8/1939,4349.16,14882.37,607250,607250,30.2,2010900,0
10/9/1939,4348.92,14845.08,603683,603683,30,2010900,0
10/10/1939,4348.8,14826.43,601902,601902,29.9,2010900,0
10/11/1939,4348.64,14801.57,599532,599532,29.8,2010900,0
10/12/1939,4348.67,14806.23,599977,599977,29.8,2010900,0
10/13/1939,4348.77,14821.77,601458,601458,29.9,2010900,0
10/14/1939,4348.83,14831.09,602348,602348,30,2010900,0
10/15/1939,4348.89,14840.42,603238,603238,30,2010900,0
10/16/1939,4348.91,14843.52,603534,603534,30,2010900,0
10/17/1939,4348.94,14848.19,603980,603980,30,2010900,0
10/18/1939,4348.97,14852.85,604425,604425,30.1,2010900,0
10/19/1939,4349,14857.51,604871,604871,30.1,2010900,0
10/20/1939,4349.03,14862.17,605317,605317,30.1,2010900,0
10/21/1939,4349.05,14865.28,605614,605614,30.1,2010900,0
10/22/1939,4349.12,14876.16,606655,606655,30.2,2010900,0
10/23/1939,4349.09,14871.5,606209,606209,30.1,2010900,0
10/24/1939,4349.12,14876.16,606655,606655,30.2,2010900,0
10/25/1939,4349.17,14883.93,607399,607399,30.2,2010900,0
10/26/1939,4349.19,14887.04,607697,607697,30.2,2010900,0
10/27/1939,4349.19,14887.04,607697,607697,30.2,2010900,0
10/28/1939,4349.19,14887.04,607697,607697,30.2,2010900,0
10/29/1939,4349.18,14885.48,607548,607548,30.2,2010900,0
10/30/1939,4349.18,14885.48,607548,607548,30.2,2010900,0
10/31/1939,4349.2,14888.59,607846,607846,30.2,2010900,0
11/1/1939,4349.21,14890.14,607994,607994,30.2,2010900,0
11/2/1939,4349.22,14891.7,608143,608143,30.2,2010900,0
11/3/1939,4349.22,14891.7,608143,608143,30.2,2010900,0
11/4/1939,4349.22,14891.7,608143,608143,30.2,2010900,0
11/5/1939,4349.24,14894.81,608441,608441,30.3,2010900,0
11/6/1939,4349.24,14894.81,608441,608441,30.3,2010900,0
11/7/1939,4349.27,14899.47,608888,608888,30.3,2010900,0
11/8/1939,4349.3,14904.13,609335,609335,30.3,2010900,0
11/9/1939,4349.3,14904.13,609335,609335,30.3,2010900,0
11/10/1939,4349.3,14904.13,609335,609335,30.3,2010900,0
11/11/1939,4349.33,14908.79,609782,609782,30.3,2010900,0
11/12/1939,4349.33,14908.79,609782,609782,30.3,2010900,0
11/13/1939,4349.34,14910.35,609932,609932,30.3,2010900,0
11/14/1939,4349.34,14910.35,609932,609932,30.3,2010900,0
11/15/1939,4349.35,14911.9,610081,610081,30.3,2010900,0
11/16/1939,4349.37,14915.01,610379,610379,30.4,2010900,0
11/17/1939,4349.37,14915.01,610379,610379,30.4,2010900,0
11/18/1939,4349.4,14919.67,610826,610826,30.4,2010900,0
11/19/1939,4349.41,14921.22,610976,610976,30.4,2010900,0
11/20/1939,4349.42,14922.78,611125,611125,30.4,2010900,0
11/21/1939,4349.43,14924.33,611274,611274,30.4,2010900,0
11/22/1939,4349.44,14925.89,611423,611423,30.4,2010900,0
11/23/1939,4349.45,14927.44,611573,611573,30.4,2010900,0
11/24/1939,4349.47,14930.55,611871,611871,30.4,2010900,0
11/25/1939,4349.49,14933.66,612170,612170,30.4,2010900,0
11/26/1939,4349.5,14935.21,612319,612319,30.4,2010900,0
11/27/1939,4349.51,14936.76,612468,612468,30.5,2010900,0
11/28/1939,4349.52,14938.32,612618,612618,30.5,2010900,0
11/29/1939,4349.53,14939.87,612767,612767,30.5,2010900,0
11/30/1939,4349.56,14944.53,613216,613216,30.5,2010900,0
12/1/1939,4349.64,14956.97,614412,614412,30.6,2010900,0
12/2/1939,4349.68,14963.18,615010,615010,30.6,2010900,0
12/3/1939,4349.74,14972.51,615908,615908,30.6,2010900,0
12/4/1939,4349.78,14978.72,616507,616507,30.7,2010900,0
12/5/1939,4349.85,14989.6,617556,617556,30.7,2010900,0
12/6/1939,4349.9,14997.37,618306,618306,30.7,2010900,0
12/7/1939,4349.97,15008.25,619356,619356,30.8,2010900,0
12/8/1939,4350.02,15018.04,620107,620107,30.8,2010900,0
12/9/1939,4350.08,15033.45,621008,621008,30.9,2010900,0
12/10/1939,4350.17,15056.55,622362,622362,30.9,2010900,0
12/11/1939,4350.23,15071.95,623266,623266,31,2010900,0
12/12/1939,4350.28,15084.79,624020,624020,31,2010900,0
12/13/1939,4350.31,15092.49,624473,624473,31.1,2010900,0
12/14/1939,4350.38,15110.45,625530,625530,31.1,2010900,0
12/15/1939,4350.44,15125.85,626437,626437,31.2,2010900,0
12/16/1939,4350.5,15141.25,627345,627345,31.2,2010900,0
12/17/1939,4350.58,15161.79,628557,628557,31.3,2010900,0
12/18/1939,4350.63,15174.62,629315,629315,31.3,2010900,0
12/19/1939,4350.67,15184.89,629923,629923,31.3,2010900,0
12/20/1939,4350.72,15197.72,630682,630682,31.4,2010900,0
12/21/1939,4350.77,15210.56,631442,631442,31.4,2010900,0
12/22/1939,4350.86,15233.66,632812,632812,31.5,2010900,0
12/23/1939,4350.93,15251.63,633879,633879,31.5,2010900,0
12/24/1939,4350.98,15264.47,634642,634642,31.6,2010900,0
12/25/1939,4351.05,15282.44,635712,635712,31.6,2010900,0
12/26/1939,4351.11,15297.84,636629,636629,31.7,2010900,0
12/27/1939,4351.18,15315.81,637700,637700,31.7,2010900,0
12/28/1939,4351.24,15331.21,638620,638620,31.8,2010900,0
12/29/1939,4351.29,15344.04,639386,639386,31.8,2010900,0
12/30/1939,4351.35,15359.45,640308,640308,31.8,2010900,0
12/31/1939,4351.42,15377.41,641383,641383,31.9,2010900,0
1/1/1940,4351.54,15408.22,643231,643231,32,2010900,0
1/2/1940,4351.56,15413.35,643539,643539,32,2010900,0
1/3/1940,4351.62,15428.75,644464,644464,32,2010900,0
1/4/1940,4351.69,15446.72,645545,645545,32.1,2010900,0
1/5/1940,4351.7,15449.29,645699,645699,32.1,2010900,0
1/6/1940,4351.78,15469.83,646936,646936,32.2,2010900,0
1/7/1940,4351.87,15492.92,648329,648329,32.2,2010900,0
1/8/1940,4351.98,15521.16,650035,650035,32.3,2010900,0
1/9/1940,4352.02,15532.27,650656,650656,32.4,2010900,0
1/10/1940,4352.08,15550.19,651589,651589,32.4,2010900,0
1/11/1940,4352.16,15574.14,652834,652834,32.5,2010900,0
1/12/1940,4352.24,15598.1,654081,654081,32.5,2010900,0
1/13/1940,4352.35,15631.03,655798,655798,32.6,2010900,0
1/14/1940,4352.36,15634.02,655955,655955,32.6,2010900,0
1/15/1940,4352.38,15640.01,656267,656267,32.6,2010900,0
1/16/1940,4352.47,15666.96,657676,657676,32.7,2010900,0
1/17/1940,4352.51,15678.93,658303,658303,32.7,2010900,0
1/18/1940,4352.56,15693.9,659087,659087,32.8,2010900,0
1/19/1940,4352.62,15711.87,660029,660029,32.8,2010900,0
1/20/1940,4352.68,15729.83,660973,660973,32.9,2010900,0
1/21/1940,4352.72,15741.81,661602,661602,32.9,2010900,0
1/22/1940,4352.72,15741.81,661602,661602,32.9,2010900,0
1/23/1940,4352.76,15753.78,662232,662232,32.9,2010900,0
1/24/1940,4352.82,15771.75,663178,663178,33,2010900,0
1/25/1940,4352.87,15786.73,663967,663967,33,2010900,0
1/26/1940,4352.95,15810.68,665231,665231,33.1,2010900,0
1/27/1940,4353.03,15834.63,666496,666496,33.1,2010900,0
1/28/1940,4353.11,15858.58,667764,667764,33.2,2010900,0
1/29/1940,4353.19,15882.54,669034,669034,33.3,2010900,0
1/30/1940,4353.35,15930.45,671579,671579,33.4,2010900,0
1/31/1940,4353.44,15957.4,673014,673014,33.5,2010900,0
2/1/1940,4353.44,15957.4,673014,673014,33.5,2010900,0
2/2/1940,4353.56,15993.32,674931,674931,33.6,2010900,0
2/3/1940,4353.68,16029.25,676852,676852,33.7,2010900,0
2/4/1940,4353.86,16083.14,679742,679742,33.8,2010900,0
2/5/1940,4353.92,16101.11,680708,680708,33.9,2010900,0
2/6/1940,4354,16125.07,681997,681997,33.9,2010900,0
2/7/1940,4354.06,16140.32,682965,682965,34,2010900,0
2/8/1940,4354.14,16160.67,684257,684257,34,2010900,0
2/9/1940,4354.23,16183.56,685712,685712,34.1,2010900,0
2/10/1940,4354.31,16203.93,687008,687008,34.2,2010900,0
2/11/1940,4354.4,16226.83,688467,688467,34.2,2010900,0
2/12/1940,4354.44,16237.01,689117,689117,34.3,2010900,0
2/13/1940,4354.5,16252.28,690091,690091,34.3,2010900,0
2/14/1940,4354.56,16267.54,691067,691067,34.4,2010900,0
2/15/1940,4354.62,16282.81,692043,692043,34.4,2010900,0
2/16/1940,4354.69,16300.62,693184,693184,34.5,2010900,0
2/17/1940,4354.71,16305.72,693510,693510,34.5,2010900,0
2/18/1940,4354.75,16315.9,694162,694162,34.5,2010900,0
2/19/1940,4354.8,16328.62,694978,694978,34.6,2010900,0
2/20/1940,4354.84,16338.8,695632,695632,34.6,2010900,0
2/21/1940,4354.93,16361.7,697103,697103,34.7,2010900,0
2/22/1940,4355.05,16392.24,699069,699069,34.8,2010900,0
2/23/1940,4355.17,16422.77,701037,701037,34.9,2010900,0
2/24/1940,4355.2,16430.4,701530,701530,34.9,2010900,0
2/25/1940,4355.24,16440.58,702188,702188,34.9,2010900,0
2/26/1940,4355.3,16455.85,703174,703174,35,2010900,0
2/27/1940,4355.39,16478.75,704656,704656,35,2010900,0
2/28/1940,4355.41,16483.84,704986,704986,35.1,2010900,0
2/29/1940,4355.47,16499.11,705976,705976,35.1,2010900,0
3/1/1940,4355.5,16506.74,706470,706470,35.1,2010900,0
3/2/1940,4355.56,16522.01,707462,707462,35.2,2010900,0
3/3/1940,4355.62,16537.28,708453,708453,35.2,2010900,0
3/4/1940,4355.71,16560.18,709943,709943,35.3,2010900,0
3/5/1940,4355.76,16572.9,710771,710771,35.3,2010900,0
3/6/1940,4355.8,16583.08,711434,711434,35.4,2010900,0
3/7/1940,4355.9,16608.53,713094,713094,35.5,2010900,0
3/8/1940,4356.01,16637.07,714922,714922,35.6,2010900,0
3/9/1940,4356.08,16658.67,716088,716088,35.6,2010900,0
3/10/1940,4356.14,16677.19,717088,717088,35.7,2010900,0
3/11/1940,4356.23,16704.97,718590,718590,35.7,2010900,0
3/12/1940,4356.31,16729.67,719927,719927,35.8,2010900,0
3/13/1940,4356.35,16742.02,720597,720597,35.8,2010900,0
3/14/1940,4356.43,16766.71,721937,721937,35.9,2010900,0
3/15/1940,4356.5,16788.32,723111,723111,36,2010900,0
3/16/1940,4356.6,16819.19,724792,724792,36,2010900,0
3/17/1940,4356.67,16840.79,725970,725970,36.1,2010900,0
3/18/1940,4356.71,16853.14,726644,726644,36.1,2010900,0
3/19/1940,4356.78,16874.75,727824,727824,36.2,2010900,0
3/20/1940,4356.83,16890.18,728669,728669,36.2,2010900,0
3/21/1940,4356.88,16905.62,729513,729513,36.3,2010900,0
3/22/1940,4356.95,16927.22,730698,730698,36.3,2010900,0
