# ---------------------------------- WARNING ----------------------------------------,,,,,,,,
# Some of the data that you have obtained from this U.S. Geological Survey database,,,,,,,,
# may not have received Director's approval. Any such data values are qualified,,,,,,,,
# as provisional and are subject to revision. Provisional data are released on the,,,,,,,,
# condition that neither the USGS nor the United States Government may be held liable,,,,,,,,
# for any damages resulting from its use.,,,,,,,,
#,,,,,,,,
# Additional info: https://help.waterdata.usgs.gov/policies/provisional-data-statement,,,,,,,,
#,,,,,,,,
# File-format description:  https://help.waterdata.usgs.gov/faq/about-tab-delimited-output,,,,,,,,
# Automated-retrieval info: https://help.waterdata.usgs.gov/faq/automated-retrievals,,,,,,,,
#,,,,,,,,
# Contact:   gs-w_waterdata_support@usgs.gov,,,,,,,,
# retrieved: 2023-03-31 15:49:34 EDT       (vaww01),,,,,,,,
#,,,,,,,,
# Data for the following 1 site(s) are contained in this file,,,,,,,,
"#    USGS 08358400 RIO GRANDE FLOODWAY AT SAN MARCIAL, NM",,,,,,,,
# -----------------------------------------------------------------------------------,,,,,,,,
#,,,,,,,,
# Data provided for site 08358400,,,,,,,,
#            TS   parameter     statistic     Description,,,,,,,,
"#        226665       80154     00003     Suspended sediment concentration, milligrams per liter (Mean)",,,,,,,,
"#        226666       80155     00003     Suspended sediment discharge, short tons per day (Mean)",,,,,,,,
"#         99945       00060     00003     Discharge, cubic feet per second (Mean)",,,,,,,,
#,,,,,,,,
# Data-value qualification codes included in this output:,,,,,,,,
#        ,,,,,,,,
#     A  Approved for publication -- Processing and review completed.,,,,,,,,
#     P  Provisional data subject to revision.,,,,,,,,
#     R  Records for these data have been revised. [https://waterdata.usgs.gov/usa/nwis/revision/?site_no=08358400&ts_ids=99945],,,,,,,,
#     e  Value has been estimated.,,,,,,,,
# ,,,,,,,,
agency_cd,site_no,datetime,226665_80154_00003,226665_80154_00003_cd,226666_80155_00003,226666_80155_00003_cd,99945_00060_00003,99945_00060_00003_cd
USGS,8358400,12/15/1968,0,A,0,A,0,A
USGS,8358400,12/16/1968,0,A,0,A,0,A
USGS,8358400,12/17/1968,0,A,0,A,0,A
USGS,8358400,12/18/1968,0,A,0,A,0,A
USGS,8358400,12/19/1968,0,A,0,A,0,A
USGS,8358400,12/20/1968,0,A,0,A,0,A
USGS,8358400,12/21/1968,0,A,0,A,0,A
USGS,8358400,12/22/1968,0,A,0,A,0,A
USGS,8358400,12/23/1968,0,A,0,A,0,A
USGS,8358400,12/24/1968,0,A,0,A,0,A
USGS,8358400,12/25/1968,0,A,0,A,0,A
USGS,8358400,12/26/1968,0,A,0,A,0,A
USGS,8358400,12/27/1968,0,A,0,A,0,A
USGS,8358400,12/28/1968,0,A,0,A,0,A
USGS,8358400,12/29/1968,0,A,0,A,0,A
USGS,8358400,12/30/1968,0,A,0,A,0,A
USGS,8358400,12/31/1968,0,A,0,A,0,A
USGS,8358400,1/1/1969,0,A,0,A,0,A
USGS,8358400,1/2/1969,0,A,0,A,0,A
USGS,8358400,1/3/1969,0,A,0,A,0,A
USGS,8358400,1/4/1969,0,A,0,A,0,A
USGS,8358400,1/5/1969,0,A,0,A,0,A
USGS,8358400,1/6/1969,0,A,0,A,0,A
USGS,8358400,1/7/1969,0,A,0,A,0,A
USGS,8358400,1/8/1969,0,A,0,A,0,A
USGS,8358400,1/9/1969,0,A,0,A,0,A
USGS,8358400,1/10/1969,0,A,0,A,0,A
USGS,8358400,1/11/1969,0,A,0,A,0,A
USGS,8358400,1/12/1969,0,A,0,A,0,A
USGS,8358400,1/13/1969,0,A,0,A,0,A
USGS,8358400,1/14/1969,0,A,0,A,0,A
USGS,8358400,1/15/1969,0,A,0,A,0,A
USGS,8358400,1/16/1969,0,A,0,A,0,A
USGS,8358400,1/17/1969,0,A,0,A,0,A
USGS,8358400,1/18/1969,0,A,0,A,0,A
USGS,8358400,1/19/1969,0,A,0,A,0,A
USGS,8358400,1/20/1969,0,A,0,A,0,A
USGS,8358400,1/21/1969,0,A,0,A,0,A
USGS,8358400,1/22/1969,0,A,0,A,0,A
USGS,8358400,1/23/1969,0,A,0,A,0,A
USGS,8358400,1/24/1969,0,A,0,A,0,A
USGS,8358400,1/25/1969,0,A,0,A,0,A
USGS,8358400,1/26/1969,0,A,0,A,0,A
USGS,8358400,1/27/1969,0,A,0,A,0,A
USGS,8358400,1/28/1969,0,A,0,A,0,A
USGS,8358400,1/29/1969,0,A,0,A,0,A
USGS,8358400,1/30/1969,0,A,0,A,0,A
USGS,8358400,1/31/1969,0,A,0,A,0,A
USGS,8358400,2/1/1969,0,A,0,A,0,A
USGS,8358400,2/2/1969,0,A,0,A,0,A
USGS,8358400,2/3/1969,0,A,0,A,0,A
USGS,8358400,2/4/1969,0,A,0,A,0,A
USGS,8358400,2/5/1969,0,A,0,A,0,A
USGS,8358400,2/6/1969,0,A,0,A,0,A
USGS,8358400,2/7/1969,0,A,0,A,0,A
USGS,8358400,2/8/1969,0,A,0,A,0,A
USGS,8358400,2/9/1969,0,A,0,A,0,A
USGS,8358400,2/10/1969,0,A,0,A,0,A
USGS,8358400,2/11/1969,0,A,0,A,0,A
USGS,8358400,2/12/1969,0,A,0,A,0,A
USGS,8358400,2/13/1969,0,A,0,A,0,A
USGS,8358400,2/14/1969,0,A,0,A,0,A
USGS,8358400,2/15/1969,0,A,0,A,0,A
USGS,8358400,2/16/1969,0,A,0,A,0,A
USGS,8358400,2/17/1969,0,A,0,A,0,A
USGS,8358400,2/18/1969,0,A,0,A,0,A
USGS,8358400,2/19/1969,0,A,0,A,0,A
USGS,8358400,2/20/1969,0,A,0,A,0,A
USGS,8358400,2/21/1969,0,A,0,A,0,A
USGS,8358400,2/22/1969,0,A,0,A,0,A
USGS,8358400,2/23/1969,0,A,0,A,0,A
USGS,8358400,2/24/1969,0,A,0,A,0,A
USGS,8358400,2/25/1969,0,A,0,A,0,A
USGS,8358400,2/26/1969,0,A,0,A,0,A
USGS,8358400,2/27/1969,0,A,0,A,0,A
USGS,8358400,2/28/1969,0,A,0,A,0,A
USGS,8358400,3/1/1969,0,A,0,A,0,A
USGS,8358400,3/2/1969,0,A,0,A,0,A
USGS,8358400,3/3/1969,0,A,0,A,0,A
USGS,8358400,3/4/1969,0,A,0,A,0,A
USGS,8358400,3/5/1969,0,A,0,A,0,A
USGS,8358400,3/6/1969,0,A,0,A,0,A
USGS,8358400,3/7/1969,0,A,0,A,0,A
USGS,8358400,3/8/1969,0,A,0,A,0,A
USGS,8358400,3/9/1969,0,A,0,A,0,A
USGS,8358400,3/10/1969,0,A,0,A,0,A
USGS,8358400,3/11/1969,0,A,0,A,0,A
USGS,8358400,3/12/1969,0,A,0,A,0,A
USGS,8358400,3/13/1969,0,A,0,A,0,A
USGS,8358400,3/14/1969,0,A,0,A,0,A
USGS,8358400,3/15/1969,0,A,0,A,0,A
USGS,8358400,3/16/1969,0,A,0,A,0,A
USGS,8358400,3/17/1969,0,A,0,A,0,A
USGS,8358400,3/18/1969,0,A,0,A,0,A
USGS,8358400,3/19/1969,0,A,0,A,0,A
USGS,8358400,3/20/1969,0,A,0,A,0,A
USGS,8358400,3/21/1969,0,A,0,A,0,A
USGS,8358400,3/22/1969,0,A,0,A,0,A
USGS,8358400,3/23/1969,0,A,0,A,0,A
USGS,8358400,3/24/1969,0,A,0,A,0,A
USGS,8358400,3/25/1969,0,A,0,A,0,A
USGS,8358400,3/26/1969,0,A,0,A,0,A
USGS,8358400,3/27/1969,0,A,0,A,0,A
USGS,8358400,3/28/1969,0,A,0,A,0,A
USGS,8358400,3/29/1969,0,A,0,A,0,A
USGS,8358400,3/30/1969,0,A,0,A,0,A
USGS,8358400,3/31/1969,0,A,0,A,0,A
USGS,8358400,4/1/1969,0,A,0,A,0,A
USGS,8358400,4/2/1969,0,A,0,A,0,A
USGS,8358400,4/3/1969,0,A,0,A,0,A
USGS,8358400,4/4/1969,0,A,0,A,0,A
USGS,8358400,4/5/1969,0,A,0,A,0,A
USGS,8358400,4/6/1969,0,A,0,A,0,A
USGS,8358400,4/7/1969,5450,A,385,A,17,A
USGS,8358400,4/8/1969,5680,A,666,A,33,A
USGS,8358400,4/9/1969,700,A,30,A,4,A
USGS,8358400,4/10/1969,0,A,0,A,0,A
USGS,8358400,4/11/1969,2330,A,82,A,2.2,A
USGS,8358400,4/12/1969,6120,A,9250,A,152,A
USGS,8358400,4/13/1969,9000,A,10200,A,420,A
USGS,8358400,4/14/1969,8500,A,12700,A,552,A
USGS,8358400,4/15/1969,5000,A,4860,A,360,A
USGS,8358400,4/16/1969,5800,A,6830,A,436,A
USGS,8358400,4/17/1969,17500,A,7940,A,168,A
USGS,8358400,4/18/1969,8880,A,7370,A,269,A
USGS,8358400,4/19/1969,6800,A,6100,A,332,A
USGS,8358400,4/20/1969,2600,A,491,A,70,A
USGS,8358400,4/21/1969,1700,A,69,A,15,A
USGS,8358400,4/22/1969,0,A,0,A,0,A
USGS,8358400,4/23/1969,0,A,0,A,0,A
USGS,8358400,4/24/1969,2080,A,1230,A,71,A
USGS,8358400,4/25/1969,6400,A,4130,A,239,A
USGS,8358400,4/26/1969,6250,A,7290,A,432,A
USGS,8358400,4/27/1969,7500,A,13100,A,648,A
USGS,8358400,4/28/1969,4400,A,4700,A,396,A
USGS,8358400,4/29/1969,4000,A,1750,A,162,A
USGS,8358400,4/30/1969,3000,A,389,A,48,A
USGS,8358400,5/1/1969,1110,A,33,A,8.7,A
USGS,8358400,5/2/1969,0,A,0,A,0,A
USGS,8358400,5/3/1969,504,A,38,A,13,A
USGS,8358400,5/4/1969,5900,A,860,A,54,A
USGS,8358400,5/5/1969,6100,A,8370,A,508,A
USGS,8358400,5/6/1969,8200,A,24800,A,1120,A
USGS,8358400,5/7/1969,8200,A,40700,A,1840,A
USGS,8358400,5/8/1969,9400,A,57600,A,2270,A
USGS,8358400,5/9/1969,12600,A,76500,A,2250,A
USGS,8358400,5/10/1969,15500,A,68600,A,1640,A
USGS,8358400,5/11/1969,12600,A,53400,A,1570,A
USGS,8358400,5/12/1969,11200,A,48400,A,1600,A
USGS,8358400,5/13/1969,8000,A,32400,A,1500,A
USGS,8358400,5/14/1969,8250,A,32300,A,1450,A
USGS,8358400,5/15/1969,7750,A,27800,A,1330,A
USGS,8358400,5/16/1969,9990,A,33400,A,1240,A
USGS,8358400,5/17/1969,8400,A,27200,A,1200,A
USGS,8358400,5/18/1969,8100,A,21500,A,985,A
USGS,8358400,5/19/1969,6500,A,14600,A,830,A
USGS,8358400,5/20/1969,5500,A,11400,A,770,A
USGS,8358400,5/21/1969,5000,A,9180,A,680,A
USGS,8358400,5/22/1969,6400,A,12000,A,692,A
USGS,8358400,5/23/1969,8500,A,24600,A,1070,A
USGS,8358400,5/24/1969,8250,A,30500,A,1370,A
USGS,8358400,5/25/1969,10500,A,46800,A,1650,A
USGS,8358400,5/26/1969,9500,A,51800,A,2020,A
USGS,8358400,5/27/1969,10100,A,50400,A,1850,A
USGS,8358400,5/28/1969,7750,A,36600,A,1750,A
USGS,8358400,5/29/1969,5700,A,25400,A,1650,A
USGS,8358400,5/30/1969,5100,A,21900,A,1590,A
USGS,8358400,5/31/1969,5500,A,25100,A,1690,A
USGS,8358400,6/1/1969,4500,A,19000,A,1560,A
USGS,8358400,6/2/1969,8200,A,37000,A,1670,A
USGS,8358400,6/3/1969,10100,A,43600,A,1600,A
USGS,8358400,6/4/1969,14400,A,60300,A,1550,A
USGS,8358400,6/5/1969,7600,A,29300,A,1430,A
USGS,8358400,6/6/1969,4810,A,15600,A,1200,A
USGS,8358400,6/7/1969,3900,A,10100,A,955,A
USGS,8358400,6/8/1969,3500,A,7230,A,765,A
USGS,8358400,6/9/1969,4020,A,6560,A,604,A
USGS,8358400,6/10/1969,7500,A,12300,A,608,A
USGS,8358400,6/11/1969,4800,A,9460,A,730,A
USGS,8358400,6/12/1969,8020,A,26000,A,1200,A
USGS,8358400,6/13/1969,6400,A,20200,A,1170,A
USGS,8358400,6/14/1969,6490,A,16100,A,920,A
USGS,8358400,6/15/1969,4800,A,13600,A,1050,A
USGS,8358400,6/16/1969,11900,A,80300,A,1840,A
USGS,8358400,6/17/1969,12800,A,73300,A,2120,A
USGS,8358400,6/18/1969,9000,A,50100,A,2060,A
USGS,8358400,6/19/1969,18700,A,92900,A,1840,A
USGS,8358400,6/20/1969,10000,A,48600,A,1800,A
USGS,8358400,6/21/1969,12900,A,56800,A,1630,A
USGS,8358400,6/22/1969,5700,A,20800,A,1350,A
USGS,8358400,6/23/1969,5300,A,10300,A,722,A
USGS,8358400,6/24/1969,3700,A,4320,A,432,A
USGS,8358400,6/25/1969,3000,A,1130,A,140,A
USGS,8358400,6/26/1969,1100,A,119,A,20,A
USGS,8358400,6/27/1969,0,A,0,A,0,A
USGS,8358400,6/28/1969,0,A,0,A,0,A
USGS,8358400,6/29/1969,0,A,0,A,0,A
USGS,8358400,6/30/1969,0,A,0,A,0,A
USGS,8358400,7/1/1969,0,A,0,A,0,A
USGS,8358400,7/2/1969,0,A,0,A,0,A
USGS,8358400,7/3/1969,0,A,0,A,0,A
USGS,8358400,7/4/1969,0,A,0,A,0,A
USGS,8358400,7/5/1969,0,A,0,A,0,A
USGS,8358400,7/6/1969,0,A,0,A,0,A
USGS,8358400,7/7/1969,0,A,0,A,0,A
USGS,8358400,7/8/1969,0,A,0,A,0,A
USGS,8358400,7/9/1969,0,A,0,A,0,A
USGS,8358400,7/10/1969,0,A,0,A,0,A
USGS,8358400,7/11/1969,0,A,0,A,0,A
USGS,8358400,7/12/1969,0,A,0,A,0,A
USGS,8358400,7/13/1969,0,A,0,A,0,A
USGS,8358400,7/14/1969,0,A,0,A,0,A
USGS,8358400,7/15/1969,0,A,0,A,0,A
USGS,8358400,7/16/1969,0,A,0,A,0,A
USGS,8358400,7/17/1969,0,A,0,A,0,A
USGS,8358400,7/18/1969,0,A,0,A,0,A
USGS,8358400,7/19/1969,0,A,0,A,0,A
USGS,8358400,7/20/1969,0,A,0,A,0,A
USGS,8358400,7/21/1969,0,A,0,A,0,A
USGS,8358400,7/22/1969,0,A,0,A,0,A
USGS,8358400,7/23/1969,0,A,0,A,0,A
USGS,8358400,7/24/1969,0,A,0,A,0,A
USGS,8358400,7/25/1969,0,A,0,A,0,A
USGS,8358400,7/26/1969,0,A,0,A,0,A
USGS,8358400,7/27/1969,0,A,0,A,0,A
USGS,8358400,7/28/1969,0,A,0,A,0,A
USGS,8358400,7/29/1969,0,A,0,A,0,A
USGS,8358400,7/30/1969,0,A,0,A,0,A
USGS,8358400,7/31/1969,0,A,0,A,0,A
USGS,8358400,8/1/1969,38800,A,70100,A,302,A
USGS,8358400,8/2/1969,34200,A,12800,A,94,A
USGS,8358400,8/3/1969,88500,A,71000,A,278,A
USGS,8358400,8/4/1969,20700,A,4540,A,42,A
USGS,8358400,8/5/1969,31600,A,25100,A,242,A
USGS,8358400,8/6/1969,26500,A,6990,A,78,A
USGS,8358400,8/7/1969,6870,A,901,A,12,A
USGS,8358400,8/8/1969,15700,A,6540,A,104,A
USGS,8358400,8/9/1969,11700,A,1770,A,28,A
USGS,8358400,8/10/1969,0,A,0,A,0,A
USGS,8358400,8/11/1969,0,A,0,A,0,A
USGS,8358400,8/12/1969,0,A,0,A,0,A
USGS,8358400,8/13/1969,0,A,0,A,0,A
USGS,8358400,8/14/1969,0,A,0,A,0,A
USGS,8358400,8/15/1969,0,A,0,A,0,A
USGS,8358400,8/16/1969,0,A,0,A,0,A
USGS,8358400,8/17/1969,0,A,0,A,0,A
USGS,8358400,8/18/1969,0,A,0,A,0,A
USGS,8358400,8/19/1969,0,A,0,A,0,A
USGS,8358400,8/20/1969,0,A,0,A,0,A
USGS,8358400,8/21/1969,0,A,0,A,0,A
USGS,8358400,8/22/1969,0,A,0,A,0,A
USGS,8358400,8/23/1969,0,A,0,A,0,A
USGS,8358400,8/24/1969,3640,A,2910,A,15,A
USGS,8358400,8/25/1969,43400,A,11500,A,98,A
USGS,8358400,8/26/1969,19300,A,1360,A,23,A
USGS,8358400,8/27/1969,5500,A,327,A,10,A
USGS,8358400,8/28/1969,17900,A,1310,A,25,A
USGS,8358400,8/29/1969,27000,A,4670,A,64,A
USGS,8358400,8/30/1969,24300,A,14700,A,113,A
USGS,8358400,8/31/1969,61800,A,75700,A,405,A
USGS,8358400,9/1/1969,87700,A,328000,A,1310,A
USGS,8358400,9/2/1969,58900,A,146000,A,867,A
USGS,8358400,9/3/1969,58600,A,138000,A,804,A
USGS,8358400,9/4/1969,27400,A,8670,A,107,A
USGS,8358400,9/5/1969,1400,A,49,A,6.5,A
USGS,8358400,9/6/1969,0,A,0,A,0,A
USGS,8358400,9/7/1969,0,A,0,A,0,A
USGS,8358400,9/8/1969,0,A,0,A,0,A
USGS,8358400,9/9/1969,0,A,0,A,0,A
USGS,8358400,9/10/1969,0,A,0,A,0,A
USGS,8358400,9/11/1969,31600,A,1140,A,11,A
USGS,8358400,9/12/1969,47800,A,81900,A,398,A
USGS,8358400,9/13/1969,40300,A,24700,A,191,A
USGS,8358400,9/14/1969,45300,A,39200,A,268,A
USGS,8358400,9/15/1969,25800,A,2920,A,39,A
USGS,8358400,9/16/1969,20600,A,1760,A,26,A
USGS,8358400,9/17/1969,3500,A,38,A,2,A
USGS,8358400,9/18/1969,0,A,0,A,0,A
USGS,8358400,9/19/1969,0,A,0,A,0,A
USGS,8358400,9/20/1969,0,A,0,A,0,A
USGS,8358400,9/21/1969,6040,A,101,A,2.5,A
USGS,8358400,9/22/1969,24100,A,20800,A,169,A
USGS,8358400,9/23/1969,26700,A,2720,A,35,A
USGS,8358400,9/24/1969,19000,A,226,A,4.4,A
USGS,8358400,9/25/1969,8560,A,4.6,A,0.1,A
USGS,8358400,9/26/1969,0,A,0,A,0,A
USGS,8358400,9/27/1969,0,A,0,A,0,A
USGS,8358400,9/28/1969,0,A,0,A,0,A
USGS,8358400,9/29/1969,0,A,0,A,0,A
USGS,8358400,9/30/1969,0,A,0,A,0,A
USGS,8358400,10/1/1969,0,A,0,A,0,A
USGS,8358400,10/2/1969,0,A,0,A,0,A
USGS,8358400,10/3/1969,0,A,0,A,0,A
USGS,8358400,10/4/1969,0,A,0,A,0,A
USGS,8358400,10/5/1969,0,A,0,A,0,A
USGS,8358400,10/6/1969,0,A,0,A,0,A
USGS,8358400,10/7/1969,0,A,0,A,0,A
USGS,8358400,10/8/1969,0,A,0,A,0,A
USGS,8358400,10/9/1969,0,A,0,A,0,A
USGS,8358400,10/10/1969,0,A,0,A,0,A
USGS,8358400,10/11/1969,0,A,0,A,0,A
USGS,8358400,10/12/1969,0,A,0,A,0,A
USGS,8358400,10/13/1969,0,A,0,A,0,A
USGS,8358400,10/14/1969,0,A,0,A,0,A
USGS,8358400,10/15/1969,0,A,0,A,0,A
USGS,8358400,10/16/1969,0,A,0,A,0,A
USGS,8358400,10/17/1969,0,A,0,A,0,A
USGS,8358400,10/18/1969,0,A,0,A,0,A
USGS,8358400,10/19/1969,0,A,0,A,0,A
USGS,8358400,10/20/1969,0,A,0,A,0,A
USGS,8358400,10/21/1969,0,A,0,A,0,A
USGS,8358400,10/22/1969,17600,A,81200,A,783,A
USGS,8358400,10/23/1969,36400,A,342000,A,3480,A
USGS,8358400,10/24/1969,39500,A,437000,A,4100,A
USGS,8358400,10/25/1969,32700,A,403000,A,4560,A
USGS,8358400,10/26/1969,24000,A,114000,A,1760,A
USGS,8358400,10/27/1969,14000,A,31300,A,828,A
USGS,8358400,10/28/1969,9700,A,10200,A,388,A
USGS,8358400,10/29/1969,7400,A,4000,A,200,A
USGS,8358400,10/30/1969,8200,A,5620,A,254,A
USGS,8358400,10/31/1969,7400,A,7430,A,372,A
USGS,8358400,11/1/1969,8300,A,9390,A,419,A
USGS,8358400,11/2/1969,8500,A,11300,A,492,A
USGS,8358400,11/3/1969,4500,A,4520,A,372,A
USGS,8358400,11/4/1969,4500,A,3850,A,317,A
USGS,8358400,11/5/1969,8800,A,4250,A,179,A
USGS,8358400,11/6/1969,12900,A,7070,A,203,A
USGS,8358400,11/7/1969,9000,A,4080,A,168,A
USGS,8358400,11/8/1969,2700,A,904,A,124,A
USGS,8358400,11/9/1969,2670,A,1170,A,162,A
USGS,8358400,11/10/1969,3500,A,2200,A,233,A
USGS,8358400,11/11/1969,2850,A,1470,A,191,A
USGS,8358400,11/12/1969,2500,A,918,A,136,A
USGS,8358400,11/13/1969,1650,A,111,A,25,A
USGS,8358400,11/14/1969,900,A,11,A,4.4,A
USGS,8358400,11/15/1969,0,A,0,A,0,A
USGS,8358400,11/16/1969,0,A,0,A,0,A
USGS,8358400,11/17/1969,0,A,0,A,0,A
USGS,8358400,11/18/1969,0,A,0,A,0,A
USGS,8358400,11/19/1969,0,A,0,A,0,A
USGS,8358400,11/20/1969,0,A,0,A,0,A
USGS,8358400,11/21/1969,0,A,0,A,0,A
USGS,8358400,11/22/1969,0,A,0,A,0,A
USGS,8358400,11/23/1969,0,A,0,A,0,A
USGS,8358400,11/24/1969,0,A,0,A,0,A
USGS,8358400,11/25/1969,0,A,0,A,0,A
USGS,8358400,11/26/1969,0,A,0,A,0,A
USGS,8358400,11/27/1969,0,A,0,A,0,A
USGS,8358400,11/28/1969,0,A,0,A,0,A
USGS,8358400,11/29/1969,0,A,0,A,0,A
USGS,8358400,11/30/1969,0,A,0,A,0,A
USGS,8358400,12/1/1969,0,A,0,A,0,A
USGS,8358400,12/2/1969,0,A,0,A,0,A
USGS,8358400,12/3/1969,0,A,0,A,0,A
USGS,8358400,12/4/1969,0,A,0,A,0,A
USGS,8358400,12/5/1969,0,A,0,A,0,A
USGS,8358400,12/6/1969,0,A,0,A,0,A
USGS,8358400,12/7/1969,0,A,0,A,0,A
USGS,8358400,12/8/1969,0,A,0,A,0,A
USGS,8358400,12/9/1969,0,A,0,A,0,A
USGS,8358400,12/10/1969,0,A,0,A,0,A
USGS,8358400,12/11/1969,0,A,0,A,0,A
USGS,8358400,12/12/1969,0,A,0,A,0,A
USGS,8358400,12/13/1969,0,A,0,A,0,A
USGS,8358400,12/14/1969,0,A,0,A,0,A
USGS,8358400,12/15/1969,0,A,0,A,0,A
USGS,8358400,12/16/1969,0,A,0,A,0,A
USGS,8358400,12/17/1969,0,A,0,A,0,A
USGS,8358400,12/18/1969,0,A,0,A,0,A
USGS,8358400,12/19/1969,0,A,0,A,0,A
USGS,8358400,12/20/1969,0,A,0,A,0,A
USGS,8358400,12/21/1969,0,A,0,A,0,A
USGS,8358400,12/22/1969,0,A,0,A,0,A
USGS,8358400,12/23/1969,0,A,0,A,0,A
USGS,8358400,12/24/1969,0,A,0,A,0,A
USGS,8358400,12/25/1969,0,A,0,A,0,A
USGS,8358400,12/26/1969,0,A,0,A,0,A
USGS,8358400,12/27/1969,0,A,0,A,0,A
USGS,8358400,12/28/1969,0,A,0,A,0,A
USGS,8358400,12/29/1969,0,A,0,A,0,A
USGS,8358400,12/30/1969,0,A,0,A,0,A
USGS,8358400,12/31/1969,0,A,0,A,0,A
USGS,8358400,1/1/1970,0,A,0,A,0,A
USGS,8358400,1/2/1970,0,A,0,A,0,A
USGS,8358400,1/3/1970,0,A,0,A,0,A
USGS,8358400,1/4/1970,0,A,0,A,0,A
USGS,8358400,1/5/1970,0,A,0,A,0,A
USGS,8358400,1/6/1970,0,A,0,A,0,A
USGS,8358400,1/7/1970,0,A,0,A,0,A
USGS,8358400,1/8/1970,0,A,0,A,0,A
USGS,8358400,1/9/1970,0,A,0,A,0,A
USGS,8358400,1/10/1970,0,A,0,A,0,A
USGS,8358400,1/11/1970,0,A,0,A,0,A
USGS,8358400,1/12/1970,0,A,0,A,0,A
USGS,8358400,1/13/1970,0,A,0,A,0,A
USGS,8358400,1/14/1970,0,A,0,A,0,A
USGS,8358400,1/15/1970,0,A,0,A,0,A
USGS,8358400,1/16/1970,0,A,0,A,0,A
USGS,8358400,1/17/1970,0,A,0,A,0,A
USGS,8358400,1/18/1970,0,A,0,A,0,A
USGS,8358400,1/19/1970,0,A,0,A,0,A
USGS,8358400,1/20/1970,0,A,0,A,0,A
USGS,8358400,1/21/1970,0,A,0,A,0,A
USGS,8358400,1/22/1970,0,A,0,A,0,A
USGS,8358400,1/23/1970,0,A,0,A,0,A
USGS,8358400,1/24/1970,0,A,0,A,0,A
USGS,8358400,1/25/1970,0,A,0,A,0,A
USGS,8358400,1/26/1970,0,A,0,A,0,A
USGS,8358400,1/27/1970,0,A,0,A,0,A
USGS,8358400,1/28/1970,0,A,0,A,0,A
USGS,8358400,1/29/1970,0,A,0,A,0,A
USGS,8358400,1/30/1970,0,A,0,A,0,A
USGS,8358400,1/31/1970,0,A,0,A,0,A
USGS,8358400,2/1/1970,0,A,0,A,0,A
USGS,8358400,2/2/1970,0,A,0,A,0,A
USGS,8358400,2/3/1970,0,A,0,A,0,A
USGS,8358400,2/4/1970,0,A,0,A,0,A
USGS,8358400,2/5/1970,0,A,0,A,0,A
USGS,8358400,2/6/1970,0,A,0,A,0,A
USGS,8358400,2/7/1970,0,A,0,A,0,A
USGS,8358400,2/8/1970,0,A,0,A,0,A
USGS,8358400,2/9/1970,0,A,0,A,0,A
USGS,8358400,2/10/1970,0,A,0,A,0,A
USGS,8358400,2/11/1970,0,A,0,A,0,A
USGS,8358400,2/12/1970,0,A,0,A,0,A
USGS,8358400,2/13/1970,0,A,0,A,0,A
USGS,8358400,2/14/1970,0,A,0,A,0,A
USGS,8358400,2/15/1970,0,A,0,A,0,A
USGS,8358400,2/16/1970,0,A,0,A,0,A
USGS,8358400,2/17/1970,0,A,0,A,0,A
USGS,8358400,2/18/1970,0,A,0,A,0,A
USGS,8358400,2/19/1970,0,A,0,A,0,A
USGS,8358400,2/20/1970,0,A,0,A,0,A
USGS,8358400,2/21/1970,0,A,0,A,0,A
USGS,8358400,2/22/1970,0,A,0,A,0,A
USGS,8358400,2/23/1970,0,A,0,A,0,A
USGS,8358400,2/24/1970,0,A,0,A,0,A
USGS,8358400,2/25/1970,0,A,0,A,0,A
USGS,8358400,2/26/1970,0,A,0,A,0,A
USGS,8358400,2/27/1970,0,A,0,A,0,A
USGS,8358400,2/28/1970,0,A,0,A,0,A
USGS,8358400,3/1/1970,0,A,0,A,0,A
USGS,8358400,3/2/1970,0,A,0,A,0,A
USGS,8358400,3/3/1970,0,A,0,A,0,A
USGS,8358400,3/4/1970,0,A,0,A,0,A
USGS,8358400,3/5/1970,0,A,0,A,0,A
USGS,8358400,3/6/1970,0,A,0,A,0,A
USGS,8358400,3/7/1970,0,A,0,A,0,A
USGS,8358400,3/8/1970,0,A,0,A,0,A
USGS,8358400,3/9/1970,0,A,0,A,0,A
USGS,8358400,3/10/1970,0,A,0,A,0,A
USGS,8358400,3/11/1970,0,A,0,A,0,A
USGS,8358400,3/12/1970,0,A,0,A,0,A
USGS,8358400,3/13/1970,0,A,0,A,0,A
USGS,8358400,3/14/1970,0,A,0,A,0,A
USGS,8358400,3/15/1970,0,A,0,A,0,A
USGS,8358400,3/16/1970,0,A,0,A,0,A
USGS,8358400,3/17/1970,0,A,0,A,0,A
USGS,8358400,3/18/1970,0,A,0,A,0,A
USGS,8358400,3/19/1970,0,A,0,A,0,A
USGS,8358400,3/20/1970,0,A,0,A,0,A
USGS,8358400,3/21/1970,0,A,0,A,0,A
USGS,8358400,3/22/1970,0,A,0,A,0,A
USGS,8358400,3/23/1970,0,A,0,A,0,A
USGS,8358400,3/24/1970,0,A,0,A,0,A
USGS,8358400,3/25/1970,0,A,0,A,0,A
USGS,8358400,3/26/1970,0,A,0,A,0,A
USGS,8358400,3/27/1970,0,A,0,A,0,A
USGS,8358400,3/28/1970,0,A,0,A,0,A
USGS,8358400,3/29/1970,0,A,0,A,0,A
USGS,8358400,3/30/1970,0,A,0,A,0,A
